ID,Day,Date,Time_x,Month,Total Vehicles,Vehicle Type_x,Payment Method_x,Location_x,Lane_x,Wind Speed,Precipitation,Snow,Max Temp,Min Temp,Violation ID,Time_y,Vehicle Type_y,Payment Method_y,Location_y,Lane_y,Violation,Traffic ID_x,Bus ID,Time,Departures,Passengers per Bus,Location,Traffic ID_y
226,Wednesday,2024-09-04,09:58:00,September,470,Large Truck,Cash,Bridge A,5,10.9,8.7,4.1,13.8,21.1,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,293,21:11:00,4,28,Bridge A,50
226,Wednesday,2024-09-04,09:58:00,September,470,Large Truck,Cash,Bridge A,5,10.9,8.7,4.1,13.8,21.1,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,345,10:47:00,8,12,Terminal C,185
266,Wednesday,2024-09-04,23:07:00,September,195,Small Truck,EZ Pass,Terminal C,10,1.4,19.2,9.9,11.0,13.0,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,293,21:11:00,4,28,Bridge A,50
266,Wednesday,2024-09-04,23:07:00,September,195,Small Truck,EZ Pass,Terminal C,10,1.4,19.2,9.9,11.0,13.0,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,345,10:47:00,8,12,Terminal C,185
266,Wednesday,2024-09-04,23:07:00,September,195,Small Truck,EZ Pass,Terminal C,10,1.4,19.2,9.9,11.0,13.0,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,293,21:11:00,4,28,Bridge A,50
266,Wednesday,2024-09-04,23:07:00,September,195,Small Truck,EZ Pass,Terminal C,10,1.4,19.2,9.9,11.0,13.0,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,345,10:47:00,8,12,Terminal C,185
407,Wednesday,2024-09-04,03:40:00,September,237,Bus,Cash,Bridge A,7,6.0,21.9,7.1,15.0,18.1,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,293,21:11:00,4,28,Bridge A,50
407,Wednesday,2024-09-04,03:40:00,September,237,Bus,Cash,Bridge A,7,6.0,21.9,7.1,15.0,18.1,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,345,10:47:00,8,12,Terminal C,185
407,Wednesday,2024-09-04,03:40:00,September,237,Bus,Cash,Bridge A,7,6.0,21.9,7.1,15.0,18.1,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,293,21:11:00,4,28,Bridge A,50
407,Wednesday,2024-09-04,03:40:00,September,237,Bus,Cash,Bridge A,7,6.0,21.9,7.1,15.0,18.1,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,345,10:47:00,8,12,Terminal C,185
78,Tuesday,2024-03-12,08:47:00,March,349,Bus,Cash,Tunnel B,9,0.8,63.3,4.6,20.2,-15.0,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,16,15:35:00,19,43,Tunnel B,323
78,Tuesday,2024-03-12,08:47:00,March,349,Bus,Cash,Tunnel B,9,0.8,63.3,4.6,20.2,-15.0,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,31,01:41:00,3,96,Tunnel B,406
78,Tuesday,2024-03-12,08:47:00,March,349,Bus,Cash,Tunnel B,9,0.8,63.3,4.6,20.2,-15.0,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,100,12:39:00,12,24,Terminal C,405
78,Tuesday,2024-03-12,08:47:00,March,349,Bus,Cash,Tunnel B,9,0.8,63.3,4.6,20.2,-15.0,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,159,18:49:00,10,11,Bridge A,178
78,Tuesday,2024-03-12,08:47:00,March,349,Bus,Cash,Tunnel B,9,0.8,63.3,4.6,20.2,-15.0,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,244,15:17:00,18,86,Tunnel B,436
173,Tuesday,2024-03-12,18:47:00,March,100,Large Truck,EZ Pass,Tunnel B,1,3.7,64.2,8.5,19.9,15.9,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,16,15:35:00,19,43,Tunnel B,323
173,Tuesday,2024-03-12,18:47:00,March,100,Large Truck,EZ Pass,Tunnel B,1,3.7,64.2,8.5,19.9,15.9,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,31,01:41:00,3,96,Tunnel B,406
173,Tuesday,2024-03-12,18:47:00,March,100,Large Truck,EZ Pass,Tunnel B,1,3.7,64.2,8.5,19.9,15.9,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,100,12:39:00,12,24,Terminal C,405
173,Tuesday,2024-03-12,18:47:00,March,100,Large Truck,EZ Pass,Tunnel B,1,3.7,64.2,8.5,19.9,15.9,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,159,18:49:00,10,11,Bridge A,178
173,Tuesday,2024-03-12,18:47:00,March,100,Large Truck,EZ Pass,Tunnel B,1,3.7,64.2,8.5,19.9,15.9,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,244,15:17:00,18,86,Tunnel B,436
176,Tuesday,2024-03-12,09:26:00,March,246,Small Truck,Cash,Bridge A,6,15.3,16.4,5.3,11.3,-19.6,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,16,15:35:00,19,43,Tunnel B,323
176,Tuesday,2024-03-12,09:26:00,March,246,Small Truck,Cash,Bridge A,6,15.3,16.4,5.3,11.3,-19.6,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,31,01:41:00,3,96,Tunnel B,406
176,Tuesday,2024-03-12,09:26:00,March,246,Small Truck,Cash,Bridge A,6,15.3,16.4,5.3,11.3,-19.6,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,100,12:39:00,12,24,Terminal C,405
176,Tuesday,2024-03-12,09:26:00,March,246,Small Truck,Cash,Bridge A,6,15.3,16.4,5.3,11.3,-19.6,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,159,18:49:00,10,11,Bridge A,178
176,Tuesday,2024-03-12,09:26:00,March,246,Small Truck,Cash,Bridge A,6,15.3,16.4,5.3,11.3,-19.6,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,244,15:17:00,18,86,Tunnel B,436
209,Tuesday,2024-03-12,23:33:00,March,123,Large Truck,EZ Pass,Tunnel B,3,5.5,22.5,2.6,9.7,22.2,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,16,15:35:00,19,43,Tunnel B,323
209,Tuesday,2024-03-12,23:33:00,March,123,Large Truck,EZ Pass,Tunnel B,3,5.5,22.5,2.6,9.7,22.2,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,31,01:41:00,3,96,Tunnel B,406
209,Tuesday,2024-03-12,23:33:00,March,123,Large Truck,EZ Pass,Tunnel B,3,5.5,22.5,2.6,9.7,22.2,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,100,12:39:00,12,24,Terminal C,405
209,Tuesday,2024-03-12,23:33:00,March,123,Large Truck,EZ Pass,Tunnel B,3,5.5,22.5,2.6,9.7,22.2,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,159,18:49:00,10,11,Bridge A,178
209,Tuesday,2024-03-12,23:33:00,March,123,Large Truck,EZ Pass,Tunnel B,3,5.5,22.5,2.6,9.7,22.2,202,16:43:00,Large Truck,Unpaid,Tunnel B,6,True,478,244,15:17:00,18,86,Tunnel B,436
79,Thursday,2024-10-17,19:30:00,October,78,Auto,Cash,Terminal C,9,16.3,30.4,4.2,32.2,1.8,85,21:10:00,Small Truck,Paid,Bridge A,8,False,140,34,15:44:00,2,72,Terminal C,179
140,Thursday,2024-10-17,20:32:00,October,415,Bus,EZ Pass,Tunnel B,6,0.2,69.6,6.3,1.5,1.0,85,21:10:00,Small Truck,Paid,Bridge A,8,False,140,34,15:44:00,2,72,Terminal C,179
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,62,23:50:00,Auto,Unpaid,Terminal C,10,True,200,74,12:26:00,16,38,Tunnel B,38
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,62,23:50:00,Auto,Unpaid,Terminal C,10,True,200,170,12:28:00,18,33,Tunnel B,47
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,62,23:50:00,Auto,Unpaid,Terminal C,10,True,200,258,23:52:00,16,85,Terminal C,354
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,197,04:06:00,Bus,Paid,Tunnel B,7,True,221,74,12:26:00,16,38,Tunnel B,38
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,197,04:06:00,Bus,Paid,Tunnel B,7,True,221,170,12:28:00,18,33,Tunnel B,47
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,197,04:06:00,Bus,Paid,Tunnel B,7,True,221,258,23:52:00,16,85,Terminal C,354
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,401,12:58:00,Small Truck,Paid,Terminal C,6,True,431,74,12:26:00,16,38,Tunnel B,38
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,401,12:58:00,Small Truck,Paid,Terminal C,6,True,431,170,12:28:00,18,33,Tunnel B,47
81,Monday,2024-12-23,11:42:00,December,339,Bus,EZ Pass,Tunnel B,10,7.8,40.6,5.4,0.6,10.5,401,12:58:00,Small Truck,Paid,Terminal C,6,True,431,258,23:52:00,16,85,Terminal C,354
83,Monday,2024-02-12,08:43:00,February,201,Large Truck,EZ Pass,Bridge A,5,12.0,25.2,6.9,26.5,4.1,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,209,07:45:00,8,54,Tunnel B,392
83,Monday,2024-02-12,08:43:00,February,201,Large Truck,EZ Pass,Bridge A,5,12.0,25.2,6.9,26.5,4.1,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,371,17:48:00,7,77,Bridge A,347
83,Monday,2024-02-12,08:43:00,February,201,Large Truck,EZ Pass,Bridge A,5,12.0,25.2,6.9,26.5,4.1,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,464,15:55:00,16,16,Tunnel B,43
83,Monday,2024-02-12,08:43:00,February,201,Large Truck,EZ Pass,Bridge A,5,12.0,25.2,6.9,26.5,4.1,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,209,07:45:00,8,54,Tunnel B,392
83,Monday,2024-02-12,08:43:00,February,201,Large Truck,EZ Pass,Bridge A,5,12.0,25.2,6.9,26.5,4.1,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,371,17:48:00,7,77,Bridge A,347
83,Monday,2024-02-12,08:43:00,February,201,Large Truck,EZ Pass,Bridge A,5,12.0,25.2,6.9,26.5,4.1,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,464,15:55:00,16,16,Tunnel B,43
297,Monday,2024-02-12,07:16:00,February,174,Small Truck,Cash,Tunnel B,1,7.6,62.4,8.4,9.2,4.6,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,209,07:45:00,8,54,Tunnel B,392
297,Monday,2024-02-12,07:16:00,February,174,Small Truck,Cash,Tunnel B,1,7.6,62.4,8.4,9.2,4.6,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,371,17:48:00,7,77,Bridge A,347
297,Monday,2024-02-12,07:16:00,February,174,Small Truck,Cash,Tunnel B,1,7.6,62.4,8.4,9.2,4.6,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,464,15:55:00,16,16,Tunnel B,43
297,Monday,2024-02-12,07:16:00,February,174,Small Truck,Cash,Tunnel B,1,7.6,62.4,8.4,9.2,4.6,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,209,07:45:00,8,54,Tunnel B,392
297,Monday,2024-02-12,07:16:00,February,174,Small Truck,Cash,Tunnel B,1,7.6,62.4,8.4,9.2,4.6,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,371,17:48:00,7,77,Bridge A,347
297,Monday,2024-02-12,07:16:00,February,174,Small Truck,Cash,Tunnel B,1,7.6,62.4,8.4,9.2,4.6,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,464,15:55:00,16,16,Tunnel B,43
386,Monday,2024-02-12,21:20:00,February,296,Small Truck,Cash,Terminal C,3,14.0,61.8,7.2,13.9,24.0,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,209,07:45:00,8,54,Tunnel B,392
386,Monday,2024-02-12,21:20:00,February,296,Small Truck,Cash,Terminal C,3,14.0,61.8,7.2,13.9,24.0,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,371,17:48:00,7,77,Bridge A,347
386,Monday,2024-02-12,21:20:00,February,296,Small Truck,Cash,Terminal C,3,14.0,61.8,7.2,13.9,24.0,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,464,15:55:00,16,16,Tunnel B,43
386,Monday,2024-02-12,21:20:00,February,296,Small Truck,Cash,Terminal C,3,14.0,61.8,7.2,13.9,24.0,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,209,07:45:00,8,54,Tunnel B,392
386,Monday,2024-02-12,21:20:00,February,296,Small Truck,Cash,Terminal C,3,14.0,61.8,7.2,13.9,24.0,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,371,17:48:00,7,77,Bridge A,347
386,Monday,2024-02-12,21:20:00,February,296,Small Truck,Cash,Terminal C,3,14.0,61.8,7.2,13.9,24.0,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,464,15:55:00,16,16,Tunnel B,43
429,Monday,2024-02-12,03:59:00,February,412,Bus,Cash,Bridge A,7,6.8,56.7,2.2,21.5,-8.6,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,209,07:45:00,8,54,Tunnel B,392
429,Monday,2024-02-12,03:59:00,February,412,Bus,Cash,Bridge A,7,6.8,56.7,2.2,21.5,-8.6,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,371,17:48:00,7,77,Bridge A,347
429,Monday,2024-02-12,03:59:00,February,412,Bus,Cash,Bridge A,7,6.8,56.7,2.2,21.5,-8.6,268,07:24:00,Large Truck,Unpaid,Tunnel B,3,False,450,464,15:55:00,16,16,Tunnel B,43
429,Monday,2024-02-12,03:59:00,February,412,Bus,Cash,Bridge A,7,6.8,56.7,2.2,21.5,-8.6,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,209,07:45:00,8,54,Tunnel B,392
429,Monday,2024-02-12,03:59:00,February,412,Bus,Cash,Bridge A,7,6.8,56.7,2.2,21.5,-8.6,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,371,17:48:00,7,77,Bridge A,347
429,Monday,2024-02-12,03:59:00,February,412,Bus,Cash,Bridge A,7,6.8,56.7,2.2,21.5,-8.6,297,19:32:00,Auto,Unpaid,Bridge A,1,False,66,464,15:55:00,16,16,Tunnel B,43
84,Sunday,2024-11-03,12:26:00,November,403,Large Truck,Cash,Terminal C,4,7.9,27.3,6.5,30.8,-5.3,5,19:33:00,Auto,Paid,Tunnel B,2,True,242,186,10:57:00,8,10,Tunnel B,406
84,Sunday,2024-11-03,12:26:00,November,403,Large Truck,Cash,Terminal C,4,7.9,27.3,6.5,30.8,-5.3,5,19:33:00,Auto,Paid,Tunnel B,2,True,242,454,22:23:00,16,92,Bridge A,27
85,Tuesday,2024-12-17,05:38:00,December,310,Small Truck,Cash,Tunnel B,4,2.0,79.1,8.6,31.6,26.6,135,07:31:00,Auto,Paid,Terminal C,5,True,364,96,02:38:00,12,46,Terminal C,364
85,Tuesday,2024-12-17,05:38:00,December,310,Small Truck,Cash,Tunnel B,4,2.0,79.1,8.6,31.6,26.6,153,10:50:00,Auto,Paid,Terminal C,1,False,106,96,02:38:00,12,46,Terminal C,364
342,Tuesday,2024-12-17,04:04:00,December,297,Bus,EZ Pass,Terminal C,5,10.4,17.2,2.3,10.8,2.8,135,07:31:00,Auto,Paid,Terminal C,5,True,364,96,02:38:00,12,46,Terminal C,364
342,Tuesday,2024-12-17,04:04:00,December,297,Bus,EZ Pass,Terminal C,5,10.4,17.2,2.3,10.8,2.8,153,10:50:00,Auto,Paid,Terminal C,1,False,106,96,02:38:00,12,46,Terminal C,364
347,Tuesday,2024-12-17,00:33:00,December,173,Bus,Cash,Bridge A,8,15.8,43.4,0.8,8.0,-14.9,135,07:31:00,Auto,Paid,Terminal C,5,True,364,96,02:38:00,12,46,Terminal C,364
347,Tuesday,2024-12-17,00:33:00,December,173,Bus,Cash,Bridge A,8,15.8,43.4,0.8,8.0,-14.9,153,10:50:00,Auto,Paid,Terminal C,1,False,106,96,02:38:00,12,46,Terminal C,364
93,Thursday,2024-04-04,12:56:00,April,59,Large Truck,EZ Pass,Terminal C,8,6.5,40.0,0.6,18.9,-12.9,151,02:45:00,Bus,Paid,Terminal C,9,True,52,35,13:30:00,19,19,Tunnel B,280
93,Thursday,2024-04-04,12:56:00,April,59,Large Truck,EZ Pass,Terminal C,8,6.5,40.0,0.6,18.9,-12.9,151,02:45:00,Bus,Paid,Terminal C,9,True,52,214,18:10:00,18,85,Tunnel B,293
93,Thursday,2024-04-04,12:56:00,April,59,Large Truck,EZ Pass,Terminal C,8,6.5,40.0,0.6,18.9,-12.9,151,02:45:00,Bus,Paid,Terminal C,9,True,52,375,17:18:00,1,79,Terminal C,455
93,Thursday,2024-04-04,12:56:00,April,59,Large Truck,EZ Pass,Terminal C,8,6.5,40.0,0.6,18.9,-12.9,151,02:45:00,Bus,Paid,Terminal C,9,True,52,470,02:22:00,13,91,Bridge A,277
94,Tuesday,2024-07-09,03:42:00,July,473,Auto,Cash,Terminal C,8,7.6,69.8,2.7,12.0,-14.6,174,15:12:00,Bus,Unpaid,Bridge A,3,True,10,334,14:36:00,17,12,Bridge A,236
94,Tuesday,2024-07-09,03:42:00,July,473,Auto,Cash,Terminal C,8,7.6,69.8,2.7,12.0,-14.6,497,14:27:00,Auto,Unpaid,Terminal C,6,True,284,334,14:36:00,17,12,Bridge A,236
428,Tuesday,2024-07-09,11:55:00,July,226,Large Truck,Cash,Tunnel B,3,9.9,43.1,4.4,32.1,-7.4,174,15:12:00,Bus,Unpaid,Bridge A,3,True,10,334,14:36:00,17,12,Bridge A,236
428,Tuesday,2024-07-09,11:55:00,July,226,Large Truck,Cash,Tunnel B,3,9.9,43.1,4.4,32.1,-7.4,497,14:27:00,Auto,Unpaid,Terminal C,6,True,284,334,14:36:00,17,12,Bridge A,236
96,Tuesday,2024-01-16,08:07:00,January,97,Bus,Cash,Tunnel B,9,17.1,66.3,2.2,3.6,-12.1,10,08:34:00,Bus,Unpaid,Bridge A,4,True,2,349,19:38:00,14,77,Tunnel B,171
96,Tuesday,2024-01-16,08:07:00,January,97,Bus,Cash,Tunnel B,9,17.1,66.3,2.2,3.6,-12.1,362,08:39:00,Auto,Paid,Bridge A,2,True,170,349,19:38:00,14,77,Tunnel B,171
96,Tuesday,2024-01-16,08:07:00,January,97,Bus,Cash,Tunnel B,9,17.1,66.3,2.2,3.6,-12.1,375,02:30:00,Bus,Paid,Terminal C,2,False,68,349,19:38:00,14,77,Tunnel B,171
96,Tuesday,2024-01-16,08:07:00,January,97,Bus,Cash,Tunnel B,9,17.1,66.3,2.2,3.6,-12.1,402,16:42:00,Small Truck,Paid,Terminal C,10,True,140,349,19:38:00,14,77,Tunnel B,171
251,Tuesday,2024-01-16,21:52:00,January,348,Auto,Cash,Tunnel B,6,15.9,56.8,6.6,27.5,11.0,10,08:34:00,Bus,Unpaid,Bridge A,4,True,2,349,19:38:00,14,77,Tunnel B,171
251,Tuesday,2024-01-16,21:52:00,January,348,Auto,Cash,Tunnel B,6,15.9,56.8,6.6,27.5,11.0,362,08:39:00,Auto,Paid,Bridge A,2,True,170,349,19:38:00,14,77,Tunnel B,171
251,Tuesday,2024-01-16,21:52:00,January,348,Auto,Cash,Tunnel B,6,15.9,56.8,6.6,27.5,11.0,375,02:30:00,Bus,Paid,Terminal C,2,False,68,349,19:38:00,14,77,Tunnel B,171
251,Tuesday,2024-01-16,21:52:00,January,348,Auto,Cash,Tunnel B,6,15.9,56.8,6.6,27.5,11.0,402,16:42:00,Small Truck,Paid,Terminal C,10,True,140,349,19:38:00,14,77,Tunnel B,171
99,Monday,2024-12-02,05:28:00,December,418,Small Truck,EZ Pass,Bridge A,2,19.8,43.5,0.9,7.2,19.2,132,06:58:00,Bus,Unpaid,Tunnel B,3,False,353,46,03:28:00,11,66,Bridge A,386
99,Monday,2024-12-02,05:28:00,December,418,Small Truck,EZ Pass,Bridge A,2,19.8,43.5,0.9,7.2,19.2,132,06:58:00,Bus,Unpaid,Tunnel B,3,False,353,297,03:16:00,19,42,Bridge A,272
99,Monday,2024-12-02,05:28:00,December,418,Small Truck,EZ Pass,Bridge A,2,19.8,43.5,0.9,7.2,19.2,132,06:58:00,Bus,Unpaid,Tunnel B,3,False,353,401,09:46:00,16,20,Bridge A,20
302,Monday,2024-12-02,10:58:00,December,113,Bus,EZ Pass,Terminal C,6,5.1,40.9,0.1,-9.3,28.6,132,06:58:00,Bus,Unpaid,Tunnel B,3,False,353,46,03:28:00,11,66,Bridge A,386
302,Monday,2024-12-02,10:58:00,December,113,Bus,EZ Pass,Terminal C,6,5.1,40.9,0.1,-9.3,28.6,132,06:58:00,Bus,Unpaid,Tunnel B,3,False,353,297,03:16:00,19,42,Bridge A,272
302,Monday,2024-12-02,10:58:00,December,113,Bus,EZ Pass,Terminal C,6,5.1,40.9,0.1,-9.3,28.6,132,06:58:00,Bus,Unpaid,Tunnel B,3,False,353,401,09:46:00,16,20,Bridge A,20
100,Saturday,2024-03-16,04:43:00,March,93,Large Truck,EZ Pass,Terminal C,1,3.7,59.1,3.4,20.6,27.6,177,10:58:00,Large Truck,Unpaid,Tunnel B,10,True,353,92,13:18:00,15,81,Bridge A,99
100,Saturday,2024-03-16,04:43:00,March,93,Large Truck,EZ Pass,Terminal C,1,3.7,59.1,3.4,20.6,27.6,177,10:58:00,Large Truck,Unpaid,Tunnel B,10,True,353,311,19:00:00,10,13,Terminal C,76
100,Saturday,2024-03-16,04:43:00,March,93,Large Truck,EZ Pass,Terminal C,1,3.7,59.1,3.4,20.6,27.6,365,22:19:00,Bus,Unpaid,Tunnel B,3,False,452,92,13:18:00,15,81,Bridge A,99
100,Saturday,2024-03-16,04:43:00,March,93,Large Truck,EZ Pass,Terminal C,1,3.7,59.1,3.4,20.6,27.6,365,22:19:00,Bus,Unpaid,Tunnel B,3,False,452,311,19:00:00,10,13,Terminal C,76
100,Saturday,2024-03-16,04:43:00,March,93,Large Truck,EZ Pass,Terminal C,1,3.7,59.1,3.4,20.6,27.6,393,18:13:00,Bus,Unpaid,Tunnel B,9,False,8,92,13:18:00,15,81,Bridge A,99
100,Saturday,2024-03-16,04:43:00,March,93,Large Truck,EZ Pass,Terminal C,1,3.7,59.1,3.4,20.6,27.6,393,18:13:00,Bus,Unpaid,Tunnel B,9,False,8,311,19:00:00,10,13,Terminal C,76
101,Saturday,2024-09-14,14:00:00,September,178,Auto,Cash,Terminal C,1,7.0,92.4,6.8,20.6,-7.7,234,15:56:00,Bus,Paid,Bridge A,8,True,382,95,13:18:00,12,56,Tunnel B,116
101,Saturday,2024-09-14,14:00:00,September,178,Auto,Cash,Terminal C,1,7.0,92.4,6.8,20.6,-7.7,234,15:56:00,Bus,Paid,Bridge A,8,True,382,219,19:19:00,3,23,Terminal C,489
101,Saturday,2024-09-14,14:00:00,September,178,Auto,Cash,Terminal C,1,7.0,92.4,6.8,20.6,-7.7,234,15:56:00,Bus,Paid,Bridge A,8,True,382,308,15:54:00,9,58,Bridge A,127
101,Saturday,2024-09-14,14:00:00,September,178,Auto,Cash,Terminal C,1,7.0,92.4,6.8,20.6,-7.7,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,95,13:18:00,12,56,Tunnel B,116
101,Saturday,2024-09-14,14:00:00,September,178,Auto,Cash,Terminal C,1,7.0,92.4,6.8,20.6,-7.7,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,219,19:19:00,3,23,Terminal C,489
101,Saturday,2024-09-14,14:00:00,September,178,Auto,Cash,Terminal C,1,7.0,92.4,6.8,20.6,-7.7,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,308,15:54:00,9,58,Bridge A,127
470,Saturday,2024-09-14,09:37:00,September,167,Auto,EZ Pass,Terminal C,3,13.9,76.2,3.8,10.5,13.8,234,15:56:00,Bus,Paid,Bridge A,8,True,382,95,13:18:00,12,56,Tunnel B,116
470,Saturday,2024-09-14,09:37:00,September,167,Auto,EZ Pass,Terminal C,3,13.9,76.2,3.8,10.5,13.8,234,15:56:00,Bus,Paid,Bridge A,8,True,382,219,19:19:00,3,23,Terminal C,489
470,Saturday,2024-09-14,09:37:00,September,167,Auto,EZ Pass,Terminal C,3,13.9,76.2,3.8,10.5,13.8,234,15:56:00,Bus,Paid,Bridge A,8,True,382,308,15:54:00,9,58,Bridge A,127
470,Saturday,2024-09-14,09:37:00,September,167,Auto,EZ Pass,Terminal C,3,13.9,76.2,3.8,10.5,13.8,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,95,13:18:00,12,56,Tunnel B,116
470,Saturday,2024-09-14,09:37:00,September,167,Auto,EZ Pass,Terminal C,3,13.9,76.2,3.8,10.5,13.8,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,219,19:19:00,3,23,Terminal C,489
470,Saturday,2024-09-14,09:37:00,September,167,Auto,EZ Pass,Terminal C,3,13.9,76.2,3.8,10.5,13.8,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,308,15:54:00,9,58,Bridge A,127
475,Saturday,2024-09-14,03:00:00,September,284,Bus,Cash,Bridge A,4,2.8,79.7,4.3,21.3,25.1,234,15:56:00,Bus,Paid,Bridge A,8,True,382,95,13:18:00,12,56,Tunnel B,116
475,Saturday,2024-09-14,03:00:00,September,284,Bus,Cash,Bridge A,4,2.8,79.7,4.3,21.3,25.1,234,15:56:00,Bus,Paid,Bridge A,8,True,382,219,19:19:00,3,23,Terminal C,489
475,Saturday,2024-09-14,03:00:00,September,284,Bus,Cash,Bridge A,4,2.8,79.7,4.3,21.3,25.1,234,15:56:00,Bus,Paid,Bridge A,8,True,382,308,15:54:00,9,58,Bridge A,127
475,Saturday,2024-09-14,03:00:00,September,284,Bus,Cash,Bridge A,4,2.8,79.7,4.3,21.3,25.1,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,95,13:18:00,12,56,Tunnel B,116
475,Saturday,2024-09-14,03:00:00,September,284,Bus,Cash,Bridge A,4,2.8,79.7,4.3,21.3,25.1,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,219,19:19:00,3,23,Terminal C,489
475,Saturday,2024-09-14,03:00:00,September,284,Bus,Cash,Bridge A,4,2.8,79.7,4.3,21.3,25.1,432,09:11:00,Small Truck,Unpaid,Bridge A,3,False,53,308,15:54:00,9,58,Bridge A,127
105,Saturday,2024-08-17,13:45:00,August,491,Auto,Cash,Bridge A,7,1.7,87.9,3.9,-6.7,7.4,284,21:38:00,Bus,Unpaid,Terminal C,9,False,104,204,04:55:00,9,58,Terminal C,373
